library,precision,k,policy,iteration,time,GFLOPS
mkl,f,14000,close,2,3.862883,1420.700516
mkl,f,14000,close,3,3.872357,1417.224774
mkl,f,14000,close,4,3.881456,1413.902246
mkl,f,14000,close,5,3.901547,1406.621411
mkl,f,14000,spread,1,3.851559,1424.877574
mkl,f,14000,spread,2,3.855505,1423.419420
mkl,f,14000,spread,3,3.897423,1408.109931
mkl,f,14000,spread,4,3.838443,1429.746437
mkl,f,14000,spread,5,3.845921,1426.966358
mkl,f,15000,false,1,4.572231,1476.303232
mkl,f,15000,false,2,4.575240,1475.332478
mkl,f,15000,false,3,4.543094,1485.771682
mkl,f,15000,false,4,4.044859,1668.784908
mkl,f,15000,false,5,4.562216,1479.544097
mkl,f,15000,close,1,4.529768,1490.142681
mkl,f,15000,close,2,4.525921,1491.409267
mkl,f,15000,close,3,4.528882,1490.434144
mkl,f,15000,close,4,4.550748,1483.272669
mkl,f,15000,close,5,4.520047,1493.347250
mkl,f,15000,spread,1,4.540765,1486.533670
mkl,f,15000,spread,2,4.557210,1481.169309
mkl,f,15000,spread,3,4.556821,1481.295700
mkl,f,15000,spread,4,4.548172,1484.112639
mkl,f,15000,spread,5,4.533025,1489.071845
mkl,f,16000,false,1,6.238116,1313.217002
mkl,f,16000,false,2,6.296633,1301.012808
mkl,f,16000,false,3,6.249906,1310.739751
mkl,f,16000,false,4,6.250491,1310.617096
mkl,f,16000,false,5,4.991609,1641.154300
mkl,f,16000,close,1,5.963410,1373.710723
mkl,f,16000,close,2,5.310649,1542.560942
mkl,f,16000,close,3,6.008206,1363.468480
mkl,f,16000,close,4,6.021700,1360.413064
mkl,f,16000,close,5,5.971523,1371.844425
mkl,f,16000,spread,1,5.987005,1368.296792
mkl,f,16000,spread,2,6.024673,1359.741910
mkl,f,16000,spread,3,5.988188,1368.026625
mkl,f,16000,spread,4,6.018873,1361.052083
mkl,f,16000,spread,5,4.260616,1922.726581
mkl,f,17000,false,1,7.472526,1314.950289
mkl,f,17000,false,2,7.484687,1312.813745
mkl,f,17000,false,3,7.419877,1324.280640
mkl,f,17000,false,4,7.483001,1313.109617
mkl,f,17000,false,5,7.476728,1314.211233
mkl,f,17000,close,1,7.155984,1373.116594
mkl,f,17000,close,2,7.117314,1380.577042
mkl,f,17000,close,3,7.119589,1380.135769
mkl,f,17000,close,4,7.138284,1376.521265
mkl,f,17000,close,5,7.174109,1369.647355
mkl,f,17000,spread,1,7.144578,1375.308603
mkl,f,17000,spread,2,7.148331,1374.586603
mkl,f,17000,spread,3,7.135157,1377.124515
mkl,f,17000,spread,4,7.178496,1368.810362
mkl,f,17000,spread,5,7.153055,1373.678850
mkl,f,18000,false,1,6.932002,1682.630893
mkl,f,18000,false,2,6.472185,1802.173563
mkl,f,18000,false,3,6.698066,1741.398129
mkl,f,18000,false,4,8.632269,1351.209047
mkl,f,18000,false,5,6.858969,1700.547241
mkl,f,18000,close,1,7.026711,1659.951563
mkl,f,18000,close,2,6.996346,1667.155862
mkl,f,18000,close,3,7.039189,1657.009011
mkl,f,18000,close,4,6.947593,1678.854750
mkl,f,18000,close,5,6.996653,1667.082880
mkl,f,18000,spread,1,6.989756,1668.727738
mkl,f,18000,spread,2,6.962701,1675.211974
mkl,f,18000,spread,3,6.983410,1670.244272
mkl,f,18000,spread,4,8.401229,1388.368353
mkl,f,18000,spread,5,6.711206,1737.988761
mkl,f,19000,false,1,8.621361,1591.164105
mkl,f,19000,false,2,8.812994,1556.565233
mkl,f,19000,false,3,8.609428,1593.369560
mkl,f,19000,false,4,8.663169,1583.485234
mkl,f,19000,false,5,8.811327,1556.859691
mkl,f,19000,close,1,9.243054,1484.141472
mkl,f,19000,close,2,9.060310,1514.076186
mkl,f,19000,close,3,8.787388,1561.100910
mkl,f,19000,close,4,9.061865,1513.816450
mkl,f,19000,close,5,8.819027,1555.500462
mkl,f,19000,spread,1,8.752958,1567.241525
