library,precision,n_threads,iteration,time,GFLOPS
mkl,f,224,1,2.060186,970.786046
mkl,f,224,2,2.086480,958.552209
mkl,f,224,3,2.154800,928.160373
mkl,f,224,4,2.059603,971.060758
mkl,f,224,5,2.043121,978.894700
mkl,f,232,1,2.046233,977.405603
mkl,f,232,2,2.040536,980.134755
mkl,f,232,3,2.132351,937.931841
mkl,f,232,4,2.096009,954.194227
mkl,f,232,5,2.166922,922.968233
mkl,f,240,1,2.026839,986.758186
mkl,f,240,2,2.152265,929.253756
mkl,f,240,3,2.127118,940.239249
mkl,f,240,4,2.155006,928.071565
mkl,f,240,5,2.065048,968.500636
mkl,f,248,1,2.039135,980.808271
mkl,f,248,2,2.127507,940.067337
mkl,f,248,3,2.073469,964.566970
mkl,f,248,4,2.163899,924.257731
mkl,f,248,5,2.116595,944.913837
mkl,f,256,1,2.040143,980.323211
mkl,f,256,2,2.162344,924.922226
mkl,f,256,3,2.041258,979.788040
mkl,f,256,4,2.049878,975.667637
mkl,f,256,5,2.120208,943.303780
mkl,d,2,1,22.622498,88.407568
mkl,d,2,2,23.585102,84.799294
mkl,d,2,3,22.093759,90.523301
mkl,d,2,4,22.496348,88.903317
mkl,d,2,5,22.091420,90.532885
mkl,d,4,1,12.824010,155.957454
mkl,d,4,2,12.648860,158.117020
mkl,d,4,3,12.644867,158.166944
mkl,d,4,4,12.911912,154.895733
mkl,d,4,5,12.966107,154.248300
mkl,d,8,1,6.211076,322.005399
mkl,d,8,2,6.542487,305.694130
mkl,d,8,3,6.304729,317.222187
mkl,d,8,4,6.302753,317.321669
mkl,d,8,5,6.406062,312.204277
mkl,d,16,1,3.534971,565.775480
mkl,d,16,2,3.470085,576.354705
mkl,d,16,3,3.487115,573.539952
mkl,d,16,4,3.737407,535.130409
mkl,d,16,5,3.764932,531.218058
mkl,d,24,1,3.725758,536.803518
mkl,d,24,2,3.734568,535.537119
mkl,d,24,3,3.313558,603.580789
mkl,d,24,4,3.703397,540.044729
mkl,d,24,5,3.484867,573.909963
mkl,d,32,1,3.231641,618.880653
mkl,d,32,2,3.190408,626.879027
mkl,d,32,3,3.211779,622.707794
mkl,d,32,4,3.213490,622.376198
mkl,d,32,5,3.168420,631.229382
mkl,d,40,1,2.969161,673.590929
mkl,d,40,2,3.120033,641.018926
mkl,d,40,3,3.070002,651.465463
mkl,d,40,4,3.199853,625.028694
mkl,d,40,5,3.377618,592.133259
mkl,d,48,1,3.229222,619.344158
mkl,d,48,2,3.139802,636.982923
mkl,d,48,3,3.113046,642.457615
mkl,d,48,4,3.244269,616.471651
mkl,d,48,5,3.089408,647.373159
mkl,d,56,1,3.028467,660.400135
mkl,d,56,2,3.375757,592.459712
mkl,d,56,3,3.121206,640.777957
mkl,d,56,4,3.134123,638.137131
mkl,d,56,5,3.724884,536.929527
mkl,d,64,1,2.954503,676.932865
mkl,d,64,2,3.172874,630.343405
mkl,d,64,3,3.023041,661.585495
mkl,d,64,4,3.131074,638.758472
mkl,d,64,5,2.533267,789.494280
mkl,d,72,1,3.351491,596.749292
mkl,d,72,2,3.182439,628.448841
mkl,d,72,3,3.208538,623.336912
mkl,d,72,4,3.204030,624.213959
mkl,d,72,5,2.972887,672.746796
mkl,d,80,1,3.032853,659.445022
mkl,d,80,2,3.166646,631.583078
mkl,d,80,3,3.259745,613.544980
mkl,d,80,4,3.614949,553.258133
mkl,d,80,5,3.156697,633.573677
mkl,d,88,1,2.516563,794.734609
mkl,d,88,2,3.121173,640.784765
mkl,d,88,3,3.170622,630.791097
mkl,d,88,4,2.934096,681.640905
mkl,d,88,5,3.203553,624.306873
mkl,d,96,1,2.943593,679.441648
mkl,d,96,2,3.218022,621.499814
mkl,d,96,3,3.344044,598.078178
mkl,d,96,4,3.218335,621.439368
mkl,d,96,5,3.263809,612.781008
mkl,d,104,1,2.993280,668.163358
mkl,d,104,2,3.220641,620.994370
mkl,d,104,3,3.366615,594.068510
mkl,d,104,4,3.257877,613.896690
mkl,d,104,5,2.982666,670.541038
mkl,d,112,1,3.301655,605.756779
mkl,d,112,2,3.319624,602.477862
mkl,d,112,3,2.977350,671.738198
mkl,d,112,4,3.252423,614.926122
mkl,d,112,5,3.329868,600.624360
mkl,d,120,1,3.040526,657.780877
mkl,d,120,2,3.311044,604.039081
mkl,d,120,3,3.275625,610.570422
mkl,d,120,4,3.424077,584.099071
mkl,d,120,5,2.967303,674.012717
mkl,d,128,1,3.064744,652.583134
mkl,d,128,2,3.292916,607.364384
mkl,d,128,3,3.333528,599.964893
mkl,d,128,4,3.255694,614.308438
mkl,d,128,5,3.038588,658.200476
mkl,d,136,1,3.308761,604.455905
mkl,d,136,2,3.289879,607.925167
mkl,d,136,3,2.735977,731.000166
mkl,d,136,4,3.358887,595.435309
mkl,d,136,5,3.309854,604.256294
mkl,d,144,1,2.474375,808.285082
mkl,d,144,2,3.283632,609.081586
mkl,d,144,3,3.025808,660.980428
mkl,d,144,4,3.350068,597.002781
mkl,d,144,5,2.668002,749.624501
mkl,d,152,1,2.997570,667.206994
mkl,d,152,2,3.369065,593.636523
mkl,d,152,3,2.768504,722.411811
mkl,d,152,4,3.266989,612.184398
mkl,d,152,5,2.723534,734.339971
mkl,d,160,1,2.984319,670.169539
mkl,d,160,2,3.287888,608.293144
mkl,d,160,3,3.214917,622.100115
mkl,d,160,4,3.338572,599.058568
mkl,d,160,5,3.042836,657.281457
mkl,d,168,1,3.301989,605.695587
mkl,d,168,2,3.025300,661.091378
mkl,d,168,3,3.297812,606.462756
mkl,d,168,4,3.307335,604.716500
mkl,d,168,5,3.031763,659.682183
mkl,d,176,1,3.317639,602.838340
mkl,d,176,2,3.310629,604.114769
mkl,d,176,3,3.353559,596.381349
mkl,d,176,4,2.745097,728.571742
mkl,d,176,5,3.341826,598.475153
mkl,d,184,1,2.978322,671.519093
mkl,d,184,2,3.072329,650.972041
mkl,d,184,3,3.373464,592.862478
mkl,d,184,4,3.389181,590.113120
mkl,d,184,5,3.023026,661.588804
mkl,d,192,1,3.222390,620.657255
